Object ID,Title,Artist Display Name,Object Date,Classification,Link Resource,Avg. Anger,Avg. Contempt,Avg. Disgust,Avg. Fear,Avg. Happiness,Avg. Neutral,Avg. Sadness,Avg. Surprise,yearapprox,intyears
10465,Carmencita,William Merritt Chase,1890,Paintings,http://www.metmuseum.org/art/collection/search/10465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1890-01-01 00:00:00,1890
10474,Roland,William Merritt Chase,ca. 1902,Paintings,http://www.metmuseum.org/art/collection/search/10474,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1902-01-01 00:00:00,1902
10776,Anne Charlotte Lynch (Later Mrs. Vincenzo Botta),Savinien Edme Dubourjal,ca. 1847,Drawings,http://www.metmuseum.org/art/collection/search/10776,0.0,0.002,0.0,0.0,0.772,0.22699999999999998,0.0,0.0,1847-01-01 00:00:00,1847
11456,Mrs. Warren Rogers (Julie Francoise Gabrielle d'Anterroches),Theodore Lund,1839,Paintings,http://www.metmuseum.org/art/collection/search/11456,0.0,0.0,0.0,0.0,0.74,0.259,0.0,0.0,1839-01-01 00:00:00,1839
11776,Kate Lyon Cornell,Theodore E. Pine,1856,Paintings,http://www.metmuseum.org/art/collection/search/11776,0.0,0.0,0.0,0.0,0.708,0.292,0.0,0.0,1856-01-01 00:00:00,1856
11846,Mrs. Gulian Ludlow (Maria Ludlow),John Ramage,ca. 1790,Paintings,http://www.metmuseum.org/art/collection/search/11846,0.0,0.0,0.0,0.0,0.914,0.086,0.0,0.0,1790-01-01 00:00:00,1790
12448,Two Heads,John Singer Sargent,1877 (?),Drawings,http://www.metmuseum.org/art/collection/search/12448,0.0,0.005,0.0,0.0,0.941,0.052000000000000005,0.002,0.0,1877-01-01 00:00:00,1877
12662,"David Sears, Jr.",Gilbert Stuart,ca. 1815,Paintings,http://www.metmuseum.org/art/collection/search/12662,0.0,0.016,0.0,0.0,0.735,0.249,0.0,0.0,1815-01-01 00:00:00,1815
13345,A Bit of War History: The Contraband,Thomas Waterman Wood,1865,Paintings,http://www.metmuseum.org/art/collection/search/13345,0.0,0.001,0.0,0.0,0.8390000000000001,0.159,0.0,0.0,1865-01-01 00:00:00,1865
14924,"Illustration to William Cowper's Poem ""The Diverting History of John Gilpin"": The Calenderer of Ware Offers John Gilpin His Hat and Periwig",John Whetten Ehninger,1857,Drawings,http://www.metmuseum.org/art/collection/search/14924,0.0,0.002,0.0,0.0,0.7020000000000001,0.29,0.005,0.0,1857-01-01 00:00:00,1857
14980,Mother and Baby; Sketch of a Tree (from Sketchbook),Francis William Edmonds,ca. 1838 and after,Drawings,http://www.metmuseum.org/art/collection/search/14980,0.0,0.0,0.0,0.0,0.754,0.244,0.001,0.0,1838-01-01 00:00:00,1838
15065,Portrait of a Lady,Eliza Goodridge,1829,Paintings,http://www.metmuseum.org/art/collection/search/15065,0.0,0.0,0.0,0.0,0.7809999999999999,0.21899999999999997,0.0,0.0,1829-01-01 00:00:00,1829
16166,Carey Ambler,Virginia Hendrickson Irvin,1950s,Paintings,http://www.metmuseum.org/art/collection/search/16166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1950-01-01 00:00:00,1950
16255,Mrs. Hugh Hammersley,John Singer Sargent,1892,Paintings,http://www.metmuseum.org/art/collection/search/16255,0.0,0.0,0.0,0.0,0.9129999999999999,0.086,0.0,0.0,1892-01-01 00:00:00,1892
16666,(From Sketchbook),Thomas Sully,1810–20,Drawings,http://www.metmuseum.org/art/collection/search/16666,0.0,0.0,0.0,0.0,0.9670000000000001,0.033,0.0,0.0,1810-01-01 00:00:00,1810
189434,Woman with a rose (one of a set),French Painter,1770–90,Paintings-Decorative,http://www.metmuseum.org/art/collection/search/189434,0.0,0.003,0.0,0.0,0.784,0.20600000000000002,0.0,0.006,1770-01-01 00:00:00,1770
19338,Boy with Violin,George Luks,ca. 1922,Paintings,http://www.metmuseum.org/art/collection/search/19338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1922-01-01 00:00:00,1922
20521,"Portrait of Charles Dikran Kelekian, Age Eight",Mary Cassatt,1908,Drawings,http://www.metmuseum.org/art/collection/search/20521,0.0,0.0,0.0,0.0,0.88,0.12,0.0,0.0,1908-01-01 00:00:00,1908
209288,Woman with a mask (one of a set),Jacques Charles Denis Chartier|French Painter,1770–90,Paintings-Decorative,http://www.metmuseum.org/art/collection/search/209288,0.0,0.001,0.0,0.0,0.775,0.222,0.002,0.0,1770-01-01 00:00:00,1770
21448,Mrs. Edward Darley Boit (Mary Louisa Cushing),John Singer Sargent,1887,Paintings,http://www.metmuseum.org/art/collection/search/21448,0.0,0.001,0.0,0.0,0.9179999999999999,0.08,0.002,0.0,1887-01-01 00:00:00,1887
21457,Mrs. Charles Hunter,John Singer Sargent,1898,Paintings,http://www.metmuseum.org/art/collection/search/21457,0.0,0.004,0.0,0.0,0.8009999999999999,0.19399999999999998,0.0,0.0,1898-01-01 00:00:00,1898
21738,"Flatboatman, for ""The Jolly Flatboatmen""",George Caleb Bingham,1846,Drawings,http://www.metmuseum.org/art/collection/search/21738,0.0,0.019,0.0,0.0,0.968,0.012,0.0,0.0,1846-01-01 00:00:00,1846
21760,"Storyteller, possible study for ""Watching the Cargo by Night"" 1854, with alteration; possible study for ""Raftsmen on the Ohio"" 1849 (lost)",George Caleb Bingham,ca. 1849,Drawings,http://www.metmuseum.org/art/collection/search/21760,0.0,0.016,0.0,0.0,0.715,0.266,0.002,0.0,1849-01-01 00:00:00,1849
259573,"Jerry and Sunshine, Ages 24 and 20, Golden Gate Park, San Francisco, August 20, 1968",Elaine Mayes,1968,Photographs,http://www.metmuseum.org/art/collection/search/259573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1968-01-01 00:00:00,1968
260106,Fritzi von Derra - The Exotic Dancer,Frank Eugene,1900s,Photographs,http://www.metmuseum.org/art/collection/search/260106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1900-01-01 00:00:00,1900
260141,Josef Geis as Beckmeser,Frank Eugene,1900s,Photographs,http://www.metmuseum.org/art/collection/search/260141,0.0,0.001,0.0,0.0,0.9840000000000001,0.015,0.0,0.0,1900-01-01 00:00:00,1900
260179,Kal Smith,Frank Eugene,1912,Photographs,http://www.metmuseum.org/art/collection/search/260179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1912-01-01 00:00:00,1912
260180,Kal Smith,Frank Eugene,1912,Photographs,http://www.metmuseum.org/art/collection/search/260180,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1912-01-01 00:00:00,1912
260205,Frank Eugene,Frank Eugene,1936,Photographs,http://www.metmuseum.org/art/collection/search/260205,0.0,0.0,0.0,0.0,0.858,0.142,0.0,0.0,1936-01-01 00:00:00,1936
260286,Emmy Geiger,Frank Eugene,1900–1908,Photographs,http://www.metmuseum.org/art/collection/search/260286,0.0,0.0,0.0,0.0,0.9940000000000001,0.006,0.0,0.0,1900-01-01 00:00:00,1900
260312,Dolly Varden,Frank Eugene,1900s,Photographs,http://www.metmuseum.org/art/collection/search/260312,0.0,0.001,0.0,0.0,0.875,0.124,0.0,0.0,1900-01-01 00:00:00,1900
261068,"[Woman in a Gallery, Metropolitan Museum of Art]",Bruce Davidson,1969,Photographs,http://www.metmuseum.org/art/collection/search/261068,0.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,1969-01-01 00:00:00,1969
261087,[John McKendry],Bruce Davidson,1968,Photographs,http://www.metmuseum.org/art/collection/search/261087,0.0,0.001,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1968-01-01 00:00:00,1968
261110,[Still-life of Wall Decoration],Shedrich Williames,1973,Photographs,http://www.metmuseum.org/art/collection/search/261110,0.0,0.005,0.0,0.0,0.914,0.081,0.0,0.0,1973-01-01 00:00:00,1973
261377,Chaise rustique (autre),Pierre-Louis Pierson,1860s,Photographs,http://www.metmuseum.org/art/collection/search/261377,0.0,0.0,0.0,0.0,0.8029999999999999,0.196,0.0,0.0,1860-01-01 00:00:00,1860
261379,Chaise rustique,Pierre-Louis Pierson,1860s,Photographs,http://www.metmuseum.org/art/collection/search/261379,0.0,0.0,0.0,0.0,0.7829999999999999,0.21600000000000003,0.0,0.0,1860-01-01 00:00:00,1860
261551,Livetta,Pierre-Louis Pierson,1860s,Photographs,http://www.metmuseum.org/art/collection/search/261551,0.0,0.002,0.0,0.0,0.826,0.171,0.0,0.0,1860-01-01 00:00:00,1860
261975,After the Opera... At Sammy's Night Club on the Bowery,Weegee,1930s,Photographs,http://www.metmuseum.org/art/collection/search/261975,0.0,0.0,0.001,0.0,0.992,0.005,0.001,0.0,1930-01-01 00:00:00,1930
262584,"Georgia O'Keeffe and Orville Cox, Canyon de Chelly National Monument, Arizona",Ansel Easton Adams,"1937, printed 1974",Photographs,http://www.metmuseum.org/art/collection/search/262584,0.0,0.015,0.0,0.0,0.9840000000000001,0.002,0.0,0.0,1937-01-01 00:00:00,1937
262590,"Spanish-American Woman near Chimayo, New Mexico",Ansel Easton Adams,"1937, printed 1974",Photographs,http://www.metmuseum.org/art/collection/search/262590,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,1937-01-01 00:00:00,1937
262964,"Celebration After the First Futurist Ballet, Paris",André Kertész|Igor Bakht,"1929, printed ca. 1978",Photographs,http://www.metmuseum.org/art/collection/search/262964,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1929-01-01 00:00:00,1929
263012,Abgebauter Seemann,August Sander|Transmare Verlag,1928,Photographs,http://www.metmuseum.org/art/collection/search/263012,0.0,0.0,0.0,0.0,0.993,0.006999999999999999,0.0,0.0,1928-01-01 00:00:00,1928
263537,A. Hyatt Mayor,Lotte Jacobi,ca. 1960,Photographs,http://www.metmuseum.org/art/collection/search/263537,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1960-01-01 00:00:00,1960
263642,The Walking Department Store,Weegee|Sid Kaplan,"1940s, printed ca. 1983",Photographs,http://www.metmuseum.org/art/collection/search/263642,0.0,0.001,0.0,0.0,0.9940000000000001,0.005,0.0,0.0,1940-01-01 00:00:00,1940
264130,[Small Girl Leaning Off Sofa],André Kertész,ca. 1938,Photographs,http://www.metmuseum.org/art/collection/search/264130,0.0,0.0,0.0,0.0,0.997,0.001,0.0,0.001,1938-01-01 00:00:00,1938
264322,"[Girl with Ringlets, Half Length]",Frederick Gutekunst,1890s,Photographs,http://www.metmuseum.org/art/collection/search/264322,0.0,0.0,0.0,0.0,0.889,0.11,0.0,0.0,1890-01-01 00:00:00,1890
264639,"[Couple Dancing at Club El Morocco, New York City]",Garry Winogrand,ca. 1955,Photographs,http://www.metmuseum.org/art/collection/search/264639,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1955-01-01 00:00:00,1955
264651,"Margaret Bourke-White and Cat, Darien, Connecticut",Ansel Easton Adams|Margaret Bourke-White,1964,Photographs,http://www.metmuseum.org/art/collection/search/264651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1964-01-01 00:00:00,1964
264766,Brigitte Bardot,Yousuf Karsh,1958,Photographs,http://www.metmuseum.org/art/collection/search/264766,0.0,0.0,0.0,0.0,0.935,0.063,0.0,0.002,1958-01-01 00:00:00,1958
264769,Dr. Alfred Blalock,Yousuf Karsh,1950,Photographs,http://www.metmuseum.org/art/collection/search/264769,0.0,0.001,0.0,0.0,0.9940000000000001,0.005,0.0,0.0,1950-01-01 00:00:00,1950
264797,Ansel Adams,Yousuf Karsh,1977,Photographs,http://www.metmuseum.org/art/collection/search/264797,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,1977-01-01 00:00:00,1977
264798,Dunoyers de Segonzac,Yousuf Karsh,1950s–60s,Photographs,http://www.metmuseum.org/art/collection/search/264798,0.0,0.001,0.0,0.0,0.8270000000000001,0.172,0.0,0.0,1950-01-01 00:00:00,1950
264818,Jackie Kennedy,Yousuf Karsh,1957,Photographs,http://www.metmuseum.org/art/collection/search/264818,0.0,0.002,0.0,0.0,0.7190000000000001,0.278,0.0,0.0,1957-01-01 00:00:00,1957
264819,John F. and Jackie Kennedy,Yousuf Karsh,1957,Photographs,http://www.metmuseum.org/art/collection/search/264819,0.0,0.0,0.0,0.0,0.772,0.222,0.004,0.001,1957-01-01 00:00:00,1957
264870,[Fortino Samano Moments before His Execution],Agustín Víctor Casasola,1916,Photographs,http://www.metmuseum.org/art/collection/search/264870,0.073,0.003,0.037000000000000005,0.0,0.745,0.13699999999999998,0.005,0.0,1916-01-01 00:00:00,1916
265006,"Cocktail Party, New York City",Robert Frank,"1955–56, printed ca. 1977",Photographs,http://www.metmuseum.org/art/collection/search/265006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1955-01-01 00:00:00,1955
265223,"Juchitán, Mexique",Henri Cartier-Bresson,"1934, printed 1946",Photographs,http://www.metmuseum.org/art/collection/search/265223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1934-01-01 00:00:00,1934
265596,László Moholy-Nagy,Lucia Moholy,1925–26,Photographs,http://www.metmuseum.org/art/collection/search/265596,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1925-01-01 00:00:00,1925
265802,Harry,Alfred Capel Cure,1860,Photographs,http://www.metmuseum.org/art/collection/search/265802,0.0,0.0,0.0,0.0,0.9179999999999999,0.08199999999999999,0.0,0.0,1860-01-01 00:00:00,1860
266746,"El Morocco, New York",Garry Winogrand,1955,Photographs,http://www.metmuseum.org/art/collection/search/266746,0.152,0.0,0.0,0.0,0.847,0.0,0.0,0.0,1955-01-01 00:00:00,1955
267034,"Walter Churcher, ""Churcher Smileth""",Frederick H. Evans,1900–1905,Photographs,http://www.metmuseum.org/art/collection/search/267034,0.0,0.001,0.0,0.0,0.985,0.013999999999999999,0.0,0.0,1900-01-01 00:00:00,1900
268508,MacKenzie (Tongue),David Octavius Hill|Robert  Adamson|Hill and Adamson,1843–47,Photographs,http://www.metmuseum.org/art/collection/search/268508,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,1843-01-01 00:00:00,1843
268741,"Glenway Wescott, May 1938",George Platt Lynes,1938,Photographs,http://www.metmuseum.org/art/collection/search/268741,0.001,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,1938-01-01 00:00:00,1938
269266,[Portrait of an Elderly Woman],Franz Antoine,1850s–60s,Photographs,http://www.metmuseum.org/art/collection/search/269266,0.0,0.006,0.0,0.0,0.927,0.067,0.0,0.0,1850-01-01 00:00:00,1850
270703,"Rudolf Serkin, Pianist, Carmel",Johan Hagemeyer,1920s–30s,Photographs,http://www.metmuseum.org/art/collection/search/270703,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,1920-01-01 00:00:00,1920
270714,Albert Einstein,Johan Hagemeyer,1931,Photographs,http://www.metmuseum.org/art/collection/search/270714,0.0,0.0,0.0,0.0,0.991,0.009000000000000001,0.0,0.0,1931-01-01 00:00:00,1931
270755,"Nathan Firestone, Violinist",Johan Hagemeyer,ca. 1928,Photographs,http://www.metmuseum.org/art/collection/search/270755,0.0,0.0,0.0,0.0,0.991,0.008,0.0,0.0,1928-01-01 00:00:00,1928
271976,[Walker Evans in Infant's Frock],O.G. Conkling,1904,Photographs,http://www.metmuseum.org/art/collection/search/271976,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.001,0.0,1904-01-01 00:00:00,1904
271985,"[Walker Evans, in Front of American Flag]",Unknown,1911,Photographs,http://www.metmuseum.org/art/collection/search/271985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1911-01-01 00:00:00,1911
271986,[Walker Evans],Unknown,1911,Photographs,http://www.metmuseum.org/art/collection/search/271986,0.0,0.001,0.0,0.0,0.99,0.009000000000000001,0.0,0.0,1911-01-01 00:00:00,1911
272005,[Self-Portrait in Automated Photobooth],Walker Evans,1929,Photographs,http://www.metmuseum.org/art/collection/search/272005,0.0,0.006999999999999999,0.0,0.0,0.983,0.011000000000000001,0.0,0.0,1929-01-01 00:00:00,1929
279371,[Mannequin with Long Neck],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/279371,0.002,0.0,0.0,0.036000000000000004,0.0,0.065,0.001,0.8959999999999999,1973-01-01 00:00:00,1973
279374,[Man with Dressmaker's Form],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/279374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
279389,[Lawn Statuary: Dwarf],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/279389,0.0,0.0,0.0,0.001,0.995,0.0,0.002,0.002,1973-01-01 00:00:00,1973
279392,[Liz Lesy],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/279392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
279425,[Julie Gabord],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/279425,0.0,0.001,0.0,0.0,0.965,0.034,0.0,0.0,1973-01-01 00:00:00,1973
279437,[Julie Gabord],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/279437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
279448,[Julie Gabord],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/279448,0.0,0.001,0.0,0.0,0.82,0.179,0.0,0.0,1973-01-01 00:00:00,1973
280424,[Thea Berggren],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
280470,[Barbara Gizzi],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280470,0.0,0.0,0.0,0.0,0.9940000000000001,0.005,0.0,0.0,1973-01-01 00:00:00,1973
280536,[Leila Hill],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280536,0.0,0.013000000000000001,0.0,0.0,0.983,0.004,0.0,0.0,1973-01-01 00:00:00,1973
280592,[Marcia Due with and Leila Hill],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280592,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
280625,"[Louise Merriman, New Haven, Connecticut]",Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280625,0.0,0.0,0.0,0.0,0.9890000000000001,0.011000000000000001,0.0,0.001,1973-01-01 00:00:00,1973
280903,[Barbara Dreier],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280903,0.0,0.0,0.0,0.0,0.877,0.12300000000000001,0.0,0.0,1973-01-01 00:00:00,1973
280925,[Barbara Dreier],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
280948,[Clemencia Astengo],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280948,0.0,0.0,0.0,0.0,0.948,0.05,0.001,0.0,1973-01-01 00:00:00,1973
280955,[Clemencia Astengo],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280955,0.0,0.0,0.0,0.0,0.9790000000000001,0.021,0.0,0.0,1973-01-01 00:00:00,1973
280957,[Clemencia Astengo],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280957,0.0,0.0,0.0,0.0,0.7659999999999999,0.231,0.002,0.0,1973-01-01 00:00:00,1973
280959,[Clemencia Astengo],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280959,0.0,0.001,0.0,0.0,0.9640000000000001,0.035,0.0,0.0,1973-01-01 00:00:00,1973
280974,[Clemencia Astengo],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/280974,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,1973-01-01 00:00:00,1973
281018,[Mary Knollenberg],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281018,0.0,0.0,0.0,0.0,0.882,0.11699999999999999,0.0,0.001,1973-01-01 00:00:00,1973
281188,[Unidentified Woman in Gold Thread Blouse],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281188,0.006,0.001,0.0,0.0,0.7709999999999999,0.2,0.0,0.022000000000000002,1973-01-01 00:00:00,1973
281225,[Unidentified Woman],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281230,[Unidentified Woman],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281230,0.0,0.0,0.0,0.001,0.998,0.0,0.001,0.0,1973-01-01 00:00:00,1973
281233,[Unidentified Woman],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281233,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.002,1973-01-01 00:00:00,1973
281244,[Unidentified Woman],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281244,0.0,0.001,0.0,0.0,0.895,0.10099999999999999,0.0,0.004,1973-01-01 00:00:00,1973
281321,[Child in Clown Makeup],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281321,0.002,0.0,0.0,0.0,0.993,0.002,0.002,0.0,1973-01-01 00:00:00,1973
281326,[Girl in Clown Makeup],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281399,"[Keith Godard, Old Lyme, Connecticut]",Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281399,0.0,0.002,0.0,0.0,0.7879999999999999,0.21,0.0,0.0,1973-01-01 00:00:00,1973
281401,"[Keith Godard, Old Lyme, Connecticut]",Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281482,[Jerry Thompson and Jane Corrigan],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281482,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,1973-01-01 00:00:00,1973
281483,[Jerry Thompson and Jane Corrigan],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281483,0.0,0.0,0.0,0.0,0.868,0.132,0.0,0.0,1973-01-01 00:00:00,1973
281490,[Woman with Camera in Vacant Lot],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281490,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0.0,1973-01-01 00:00:00,1973
281510,[Jerry Thompson and Jane Corrigan at Unidentified Dinner Party],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281514,[Norman Ives and Unidentified Couple at Dinner Party],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281514,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281539,[Unidentified Woman Dancing],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281561,[Mary Knollenberg and Unidentified Woman in Driveway],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281561,0.0,0.0,0.0,0.0,0.9009999999999999,0.09699999999999999,0.002,0.0,1973-01-01 00:00:00,1973
281596,[Unidentified Man],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281596,0.0,0.002,0.0,0.0,0.768,0.135,0.094,0.0,1973-01-01 00:00:00,1973
281626,[Peter Ives and Cat],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281627,[Peter Ives and Cat],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281627,0.0,0.0,0.0,0.0,0.899,0.1,0.0,0.0,1973-01-01 00:00:00,1973
281639,[Peter and Sherwood Ives],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281639,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281652,[Ives Children (Both Unidentified) Eating Candy],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281652,0.0,0.001,0.0,0.0,0.998,0.001,0.0,0.0,1973-01-01 00:00:00,1973
281653,[Two Ives Children and Friend (All Unidentified)],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281653,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281665,[Two Ives Boys (Both Unidentified)],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1973-01-01 00:00:00,1973
281677,[Glenn Ives?],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281677,0.0,0.0,0.0,0.0,0.9940000000000001,0.006,0.0,0.0,1973-01-01 00:00:00,1973
281727,[Boy on Street],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281727,0.0,0.001,0.001,0.0,0.987,0.0,0.011000000000000001,0.0,1973-01-01 00:00:00,1973
281736,[Unidentified Man],Walker Evans,1973–74,Photographs,http://www.metmuseum.org/art/collection/search/281736,0.0,0.0,0.0,0.0,0.9540000000000001,0.046,0.0,0.0,1973-01-01 00:00:00,1973
281928,Big James Sweats Buckets,Vik Muniz,1996,Photographs,http://www.metmuseum.org/art/collection/search/281928,0.0,0.005,0.0,0.0,0.726,0.268,0.002,0.0,1996-01-01 00:00:00,1996
282190,Pierrot Laughing,Adrien Tournachon|Nadar|Jean-Charles Deburau,1855,Photographs,http://www.metmuseum.org/art/collection/search/282190,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1855-01-01 00:00:00,1855
282363,"[Lucien Jacques, André Maury, and Georgette Maury Seated and Reclining on Stone Wall, Provence, France]",Walker Evans,1927,Photographs,http://www.metmuseum.org/art/collection/search/282363,0.0,0.0,0.0,0.0,0.996,0.004,0.0,0.0,1927-01-01 00:00:00,1927
282389,"[Walker Evans Jr. Standing Behind Gladiolas, Cleveland, Ohio]",Walker Evans,1927,Photographs,http://www.metmuseum.org/art/collection/search/282389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1927-01-01 00:00:00,1927
282688,[Boy in Striped Shirt],Ralph Eugene Meatyard,1960s,Photographs,http://www.metmuseum.org/art/collection/search/282688,0.0,0.001,0.0,0.0,0.925,0.073,0.0,0.0,1960-01-01 00:00:00,1960
282795,[Photobooth Portrait of Jane Evans Brewer],Unknown|Jane Evans Brewer,1930s,Photographs,http://www.metmuseum.org/art/collection/search/282795,0.0,0.0,0.0,0.0,0.985,0.015,0.0,0.0,1930-01-01 00:00:00,1930
282830,[Unidentified Young Girl without Shirt],Walker Evans,1940s,Photographs,http://www.metmuseum.org/art/collection/search/282830,0.0,0.0,0.0,0.0,0.946,0.053,0.0,0.0,1940-01-01 00:00:00,1940
282832,[Unidentified Woman in Dark Coat],Walker Evans,1940s,Photographs,http://www.metmuseum.org/art/collection/search/282832,0.0,0.001,0.0,0.0,0.997,0.002,0.0,0.0,1940-01-01 00:00:00,1940
